"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,2.04265168476433,0.432,0.128,0,"HLA.DRB5"
0,1.62341632438127,0.625,0.286,0,"PPP1CA"
0,1.37405636684171,0.455,0.246,0,"GIMAP4"
0,1.34819576491047,0.92,0.807,0,"RPS26"
0,1.3121225804333,0.371,0.181,0,"TXNL4A"
0,1.30488790095688,0.26,0.123,0,"HDAC1"
0,1.30412886650722,0.289,0.139,0,"PSMB8.AS1"
0,1.27316275621465,0.543,0.298,0,"YPEL3"
0,1.19313142533287,0.278,0.138,0,"TMEM179B"
0,1.1916025814256,0.451,0.308,0,"GZMA"
0,1.17497803717411,0.272,0.14,0,"PSMB2"
0,1.15923636832028,0.453,0.275,0,"EFHD2"
0,1.158841906951,0.289,0.149,0,"SPN"
0,1.15853052497194,0.528,0.317,0,"PRELID1"
2.09969508370414e-314,1.15807770822831,0.267,0.147,4.44631430925189e-310,"APOBEC3G"
0,1.14730195289226,0.253,0.133,0,"MRPL51"
2.00928286269157e-272,1.13866962460475,0.329,0.214,4.25485739003566e-268,"GZMB"
0,1.12855075151693,0.276,0.145,0,"NCBP2.AS2"
0,1.12306565666613,0.269,0.143,0,"TAF10"
0,1.1201764195317,0.35,0.194,0,"PDCD6"
0,1.11024210732043,0.548,0.33,0,"PSMB10"
0,1.10649431623479,0.313,0.177,0,"ABHD17A"
0,1.10280977597493,0.316,0.169,0,"RGS19"
0,1.10086958780338,0.298,0.17,0,"MRPS6"
0,1.07466053390914,0.507,0.302,0,"GIMAP7"
0,1.05341894184577,0.746,0.519,0,"CLIC1"
0,1.04922106489347,0.359,0.207,0,"GLRX"
0,1.04796007425694,0.494,0.3,0,"SRSF9"
0,1.04004758154686,0.326,0.185,0,"MRPS34"
2.62242434896878e-260,1.00815574429183,0.25,0.143,5.55324580137629e-256,"MRPL34"
0,1.00360527797689,0.344,0.21,0,"MGST3"
0,0.992616283488929,0.477,0.3,0,"SLC9A3R1"
6.0242417533532e-295,0.987681017885258,0.273,0.155,1.27569343369007e-290,"RER1"
0,0.98486603011991,0.329,0.192,0,"PYCARD"
0,0.983315199724089,0.321,0.191,0,"SNX17"
0,0.977572928453977,0.414,0.257,0,"ALOX5AP"
0,0.964856703822785,0.438,0.272,0,"BST2"
0,0.963902747421927,0.325,0.193,0,"TWF2"
1.56470892684627e-289,0.958850248319404,0.282,0.164,3.31342762348966e-285,"MIEN1"
0,0.958164336746066,0.393,0.249,0,"SYNGR2"
0,0.957502562396524,0.649,0.44,0,"ARL6IP5"
0,0.956867802941926,0.488,0.288,0,"GNAI2"
0,0.955437409278751,0.485,0.315,0,"PGAM1"
0,0.952128152320308,0.391,0.243,0,"UBE2L6"
3.34312303212327e-210,0.939354701328493,0.265,0.17,7.07939733282423e-206,"AC006129.2"
1.06973034021137e-225,0.935400403044583,0.251,0.152,2.26526096843159e-221,"TEX264"
8.80176860964537e-294,0.926938348604037,0.313,0.192,1.8638625207785e-289,"TMED9"
1.76483931459817e-315,0.922652656254784,0.322,0.196,3.73722373259309e-311,"NDUFC1"
6.16378756931509e-267,0.915673620632504,0.305,0.191,1.30524365567816e-262,"PDIA6"
2.25244238960932e-231,0.911107417782131,0.276,0.171,4.76977200423669e-227,"AGTRAP"
0,0.906925132329492,0.78,0.55,0,"ARPC1B"
7.96823210911604e-273,0.902736974719121,0.393,0.273,1.68735283142641e-268,"PRF1"
0,0.900467816984377,0.414,0.258,0,"CSK"
7.50274060539393e-145,0.898995676321566,0.277,0.196,1.58878035059822e-140,"SPON2"
0,0.896839653442804,0.366,0.226,0,"M6PR"
1.70277728813976e-316,0.8965969803527,0.361,0.222,3.60580118536476e-312,"FCER1G"
0,0.894436498060828,0.373,0.233,0,"CD63"
0,0.89425303391129,0.448,0.289,0,"SELPLG"
0,0.885853615444338,0.641,0.487,0,"GSTP1"
0,0.88527320186985,0.321,0.188,0,"TSC22D4"
0,0.882781676321015,0.556,0.389,0,"NDUFB2"
5.14755700595501e-209,0.879602042804986,0.259,0.163,1.09004667158103e-204,"EIF6"
9.54478092384351e-193,0.869856556220697,0.256,0.165,2.0212028084331e-188,"PRMT1"
1.20924117314901e-224,0.864197266316546,0.266,0.164,2.56068910826034e-220,"LRPAP1"
0,0.857187458515916,0.53,0.301,0,"HLA.DRB1"
1.01167348638838e-223,0.856771746521283,0.319,0.214,2.14231977477603e-219,"APMAP"
0,0.854422959493258,0.362,0.22,0,"PPP4C"
0,0.849559634673158,0.511,0.351,0,"SET"
0,0.848684443875255,0.499,0.339,0,"KRT10"
0,0.848606715216596,0.42,0.284,0,"MED10"
2.37629955358557e-270,0.846528349877008,0.339,0.224,5.0320519346728e-266,"NDUFAB1"
3.75489890839347e-322,0.845243349920372,0.369,0.24,7.95137392841402e-318,"ZNF706"
0,0.844994974281456,0.488,0.342,0,"ATP5F1"
1.97626258336499e-323,0.842770942088025,0.396,0.268,4.18493364653369e-319,"MAT2B"
8.6734113149154e-315,0.842272562722516,0.263,0.136,1.83668158004648e-310,"HLA.DQB1"
2.49320695862508e-291,0.832851275178074,0.37,0.25,5.27961505558447e-287,"ECH1"
5.18800305452659e-196,0.823779459339255,0.337,0.236,1.09861152682655e-191,"GZMH"
4.90375125353412e-226,0.822633257713731,0.29,0.187,1.03841836544839e-221,"UQCRC1"
0,0.810536306750311,0.547,0.361,0,"TRAPPC1"
1.20322356467325e-287,0.810283140353495,0.348,0.226,2.54794622055207e-283,"SSNA1"
1.93423855870642e-285,0.810241479658819,0.471,0.35,4.09594357191671e-281,"CST7"
5.36968743488744e-251,0.809801380685915,0.45,0.353,1.13708501121176e-246,"CD2"
0,0.808668800812582,0.963,0.914,0,"PFN1"
0,0.808413667966317,0.639,0.449,0,"ATP6V0E1"
5.55723260616902e-246,0.8079960758076,0.3,0.189,1.17679957668235e-241,"ARHGAP30"
0,0.807278002764279,0.614,0.435,0,"UQCR10"
0,0.805355611707306,0.588,0.417,0,"BRK1"
0,0.805126605021939,0.536,0.352,0,"HLA.DPA1"
6.66350555689169e-307,0.804295976786296,0.415,0.295,1.41106393672738e-302,"PYURF"
0,0.803093674706736,0.994,0.977,0,"ACTB"
0,0.802615227740228,0.418,0.275,0,"PPP1R18"
7.79550254508891e-305,0.798000370640923,0.438,0.321,1.65077561894803e-300,"TSTD1"
3.22492643701692e-152,0.796361277046986,0.396,0.318,6.82910422302704e-148,"TRBC1"
0,0.791924177353799,0.681,0.511,0,"PSMB9"
1.15799896292111e-231,0.791753176531447,0.276,0.17,2.45217860388175e-227,"TRAPPC5"
0,0.79157428733618,0.359,0.225,0,"CDKN2D"
0,0.791509269482114,0.388,0.245,0,"TALDO1"
0,0.789463817490561,0.518,0.371,0,"C11orf31"
5.37546089508504e-251,0.785247173603143,0.342,0.229,1.13830759914321e-246,"LMAN2"
2.84062971816881e-173,0.782889169553303,0.276,0.188,6.01531749119428e-169,"TMBIM4"
8.30312665056907e-282,0.7823043089532,0.376,0.256,1.75827009952451e-277,"STUB1"
2.47106298350912e-175,0.781518222215491,0.25,0.162,5.23272297387891e-171,"PCMT1"
3.12796174374629e-155,0.780107814897763,0.257,0.172,6.62377178855714e-151,"RHOC"
0,0.778812224010583,0.535,0.362,0,"ARPC5"
0,0.771901536620963,0.866,0.723,0,"S100A4"
1.30677057633524e-186,0.770149349248709,0.324,0.229,2.76721737244751e-182,"H1FX"
1.89027331260824e-146,0.76988213447187,0.271,0.187,4.00284276677921e-142,"FCGR3A"
0,0.768497243073504,0.641,0.493,0,"PSME2"
2.21368843057771e-207,0.761411808405202,0.302,0.202,4.68770662059136e-203,"TAP1"
0,0.760388675133077,0.545,0.324,0,"S100A11"
5.01425287662542e-165,0.759365617389017,0.289,0.204,1.0618181891542e-160,"ATP5G1"
8.80467460245782e-235,0.759337073055748,0.499,0.4,1.86447789381647e-230,"NKG7"
0,0.759156939337657,0.458,0.325,0,"OSTF1"
1.02425885318008e-165,0.758384911768396,0.261,0.176,2.16897054749413e-161,"IDH2"
1.55740579588011e-314,0.755983048519084,0.445,0.315,3.29796251335572e-310,"DHRS7"
2.37358589902244e-311,0.75485071767,0.369,0.237,5.02630549976991e-307,"AP2S1"
0,0.75335269196257,0.604,0.451,0,"ATP5G3"
3.13868416473333e-312,0.7530546820861,0.448,0.315,6.6464775872393e-308,"CTSC"
0,0.751178018476173,0.586,0.433,0,"DBI"
0,0.747710423377694,0.497,0.357,0,"DAD1"
6.4777650451802e-270,0.746291638284848,0.391,0.274,1.37173152596736e-265,"ANAPC11"
2.44724061087928e-177,0.745589963230042,0.292,0.202,5.18227671759797e-173,"MRPL43"
1.04485306129669e-188,0.743204414176301,0.318,0.22,2.21258084260188e-184,"IFI6"
1.95045243112029e-304,0.742487563343503,0.375,0.24,4.13027806814033e-300,"ANXA2"
0,0.738516574956354,0.417,0.231,0,"LYZ"
2.3658890572628e-152,0.738447689426869,0.328,0.24,5.01000666765971e-148,"HOPX"
4.8870913582758e-204,0.73778518988098,0.31,0.209,1.03489046602848e-199,"IFI16"
3.77192341115317e-313,0.737238193098579,0.443,0.315,7.98742501545796e-309,"RPS27L"
1.4728131230008e-151,0.735772117195156,0.262,0.181,3.11882906926649e-147,"THOC7"
3.29804589202107e-220,0.735030500693906,0.333,0.227,6.98394198094382e-216,"RPN1"
0,0.734707755325235,0.739,0.607,0,"IL2RG"
0,0.734403540593431,0.943,0.844,0,"H3F3A"
4.15388514549066e-180,0.730734642746391,0.256,0.164,8.79626718409102e-176,"ORAI1"
1.26104719810825e-210,0.728240931071107,0.322,0.218,2.67039354671402e-206,"CKLF"
1.47941959300743e-171,0.726810176929088,0.284,0.193,3.13281893015253e-167,"GLIPR2"
8.94984655824278e-265,0.72359785290367,0.407,0.293,1.89521950717349e-260,"PSMB6"
1.59206791835097e-258,0.720820738931771,0.414,0.3,3.37136302390002e-254,"SPCS2"
7.15188694309288e-137,0.720196234371961,0.265,0.189,1.51448357906935e-132,"FAM96A"
6.97846739658418e-151,0.718535663911169,0.282,0.2,1.47776025590067e-146,"ITGB7"
0,0.717497566960962,0.563,0.408,0,"ATP5J2"
0,0.717034528686888,0.873,0.774,0,"CORO1A"
1.15589448599613e-176,0.71681618821392,0.306,0.214,2.44772216354541e-172,"MYDGF"
4.06110872079869e-129,0.713839108986136,0.314,0.233,8.5998038271633e-125,"FGFBP2"
0,0.713579275208396,0.497,0.362,0,"COX5A"
0,0.71114891346851,0.731,0.589,0,"SRSF5"
0,0.71095748820593,0.692,0.552,0,"LY6E"
1.95984021542378e-157,0.708592450672278,0.265,0.181,4.15015764018141e-153,"CCDC107"
5.00151638918023e-193,0.708406713978271,0.268,0.173,1.05912111057281e-188,"CHMP4B"
1.66291672106002e-129,0.7079177138807,0.252,0.178,3.5213924485167e-125,"TMEM109"
0,0.706419233293745,0.562,0.467,0,"LCK"
4.15295795527297e-67,0.70579172485623,0.253,0.209,8.79430376608605e-63,"CD27"
2.63776679293214e-234,0.702218906061295,0.359,0.247,5.5857349607131e-230,"C1orf162"
0,0.69480268827163,0.532,0.4,0,"NEDD8"
4.24505385669667e-104,0.694665621593611,0.276,0.209,8.98932604694087e-100,"AP1S2"
6.02920568269793e-291,0.694138897471144,0.539,0.426,1.27674459536811e-286,"TSPO"
2.98210851869389e-166,0.692868731379413,0.345,0.258,6.31491299918617e-162,"PGLS"
0,0.683101270782999,0.567,0.421,0,"SEC61B"
5.00904812456969e-160,0.682975767040421,0.32,0.235,1.06071603085888e-155,"SRI"
7.42375296274463e-198,0.681900417200775,0.256,0.153,1.5720539273908e-193,"HLA.DQA1"
6.03233991814373e-161,0.676459712147532,0.334,0.248,1.27740830106612e-156,"GIMAP1"
0,0.676046776056239,0.566,0.403,0,"HLA.DPB1"
0,0.674213900890762,0.693,0.549,0,"PRR13"
1.02236306486958e-123,0.672196849224911,0.255,0.182,2.16495602616782e-119,"KXD1"
1.80144537725687e-123,0.671802420026437,0.257,0.185,3.81474073087915e-119,"LSM2"
0,0.671393591046296,0.518,0.39,0,"PSMB1"
3.84344622533226e-163,0.670272621090046,0.288,0.2,8.1388817267636e-159,"SCAMP2"
2.79976275980079e-135,0.669654546984248,0.264,0.187,5.92877762015416e-131,"NDUFB3"
1.90498534278114e-139,0.666329356365777,0.294,0.215,4.03399696187335e-135,"HMOX2"
0,0.666104673679569,0.924,0.826,0,"MYL6"
1.02979972502472e-159,0.665343194903791,0.332,0.247,2.18070389771234e-155,"ATRAID"
5.7730068713389e-149,0.663269071555567,0.297,0.215,1.22249193507472e-144,"SSBP4"
0,0.662449232249749,0.565,0.433,0,"H2AFZ"
0,0.662214490231758,0.579,0.439,0,"VAMP8"
0,0.658078046185304,0.567,0.438,0,"C4orf3"
7.41184984351811e-192,0.657511429071513,0.367,0.271,1.5695333228634e-187,"PSMD8"
1.03931149271255e-252,0.655864980933784,0.401,0.282,2.20084601696809e-248,"ATP6V0B"
2.80296173020008e-178,0.654651109195779,0.343,0.251,5.93555175987169e-174,"IMP3"
0,0.652558075162307,0.832,0.675,0,"EMP3"
9.81400058470309e-150,0.65226193043221,0.29,0.207,2.07821276381673e-145,"MLF2"
9.48173374894045e-147,0.652097620917258,0.254,0.172,2.00785193867563e-142,"CHMP2A"
0,0.650952552202371,0.618,0.48,0,"KRTCAP2"
9.03564471647361e-114,0.6505772506247,0.257,0.188,1.91338812516045e-109,"SEC11C"
1.06179103206714e-123,0.648668760274854,0.272,0.199,2.24844868950538e-119,"FNTA"
0,0.648270756987131,0.877,0.764,0,"CYBA"
3.19461134169933e-185,0.64663508786449,0.347,0.25,6.7649089771825e-181,"REEP5"
6.219214411383e-152,0.645540626169832,0.294,0.21,1.31698084375447e-147,"TMEM160"
3.85564650189942e-167,0.64385520467053,0.257,0.168,8.1647170324222e-163,"TPST2"
0,0.643413973460909,0.802,0.684,0,"GABARAP"
1.28505929665219e-213,0.642900463257531,0.515,0.422,2.72124156659068e-209,"GZMM"
5.87858798773397e-164,0.641326288065028,0.326,0.237,1.24484979228255e-159,"DYNLT1"
6.25598430151405e-132,0.639843829151254,0.287,0.211,1.32476723568861e-127,"PDCD5"
0,0.638908691773244,0.598,0.46,0,"HLA.F"
0,0.637645224289641,0.842,0.738,0,"ARPC2"
0,0.636594184624175,0.595,0.461,0,"LAMTOR4"
1.91350235307961e-156,0.635879041118916,0.3,0.214,4.05203258288138e-152,"SDF4"
8.1425394887331e-218,0.633146759279435,0.428,0.329,1.72426416213412e-213,"UQCRFS1"
2.19977756694429e-256,0.628027141243964,0.443,0.306,4.65824897576124e-252,"TYROBP"
0,0.627723742620762,0.683,0.586,0,"ITGB2"
7.99098444739012e-106,0.625351929744884,0.272,0.206,1.69217086657933e-101,"VAMP5"
5.04618216761661e-132,0.625142465050626,0.316,0.24,1.06857953581449e-127,"PSMA5"
6.97034856878604e-102,0.621947484831498,0.255,0.19,1.47604101292613e-97,"FKBP11"
1.30695570654049e-76,0.6197949900491,0.286,0.23,2.76760940417014e-72,"CMC1"
1.4494600701285e-196,0.619758377168457,0.369,0.267,3.0693766445041e-192,"PTPN6"
1.8800494988165e-139,0.619345729424511,0.366,0.291,3.98119281869382e-135,"PRDX2"
1.22693116333836e-119,0.619276746228543,0.273,0.202,2.59814943148532e-115,"PDAP1"
3.72419215462138e-240,0.618621514190571,0.548,0.458,7.88634930662623e-236,"ISG20"
1.03723439260792e-180,0.618446570021342,0.419,0.328,2.19644754978653e-176,"SERPINB1"
1.85013785259042e-122,0.618387853039212,0.299,0.227,3.91785191664547e-118,"LSM4"
0,0.618091481698216,0.881,0.773,0,"CD74"
0,0.617575549326788,0.745,0.619,0,"UQCR11"
0,0.61499439552146,0.641,0.517,0,"TPI1"
3.93245926688807e-180,0.614611906744094,0.371,0.277,8.32737574356218e-176,"BTN3A2"
2.1052938616224e-157,0.614168481350644,0.349,0.265,4.4581702813716e-153,"SNX6"
2.36912877520342e-156,0.61415547308919,0.351,0.266,5.01686709437077e-152,"MRPL20"
0,0.613735490324447,0.446,0.306,0,"WDR1"
4.57731471517215e-277,0.613459278954559,0.472,0.352,9.69292164084854e-273,"SCAND1"
8.27254348841973e-224,0.613198802715388,0.464,0.362,1.75179380910776e-219,"PRDX5"
3.49359974927986e-143,0.61295381948393,0.32,0.238,7.39804682907502e-139,"ZNHIT1"
1.19528916127258e-131,0.611166128506633,0.333,0.257,2.53114432791081e-127,"RNF167"
4.38730293507027e-321,0.610815571471932,0.535,0.407,9.2905526953048e-317,"GNB2"
0,0.610525176169921,0.709,0.591,0,"CRIP1"
8.69219191969526e-285,0.60829016642342,0.476,0.355,1.84065856091467e-280,"PSMB3"
2.33113124121048e-257,0.607313133421344,0.638,0.563,4.93640351638731e-253,"RARRES3"
0,0.606573665365544,0.84,0.732,0,"PSME1"
1.54662452275983e-206,0.605424936239747,0.437,0.337,3.27513208939622e-202,"NDUFB7"
7.70633227349534e-195,0.604856935445786,0.307,0.204,1.63189292223537e-190,"VASP"
9.09837947428411e-298,0.602140697502831,0.582,0.466,1.9266728374744e-293,"PDIA3"
2.11851114579088e-126,0.601009973098236,0.276,0.2,4.48615920232676e-122,"HN1"
0,0.598929621047638,0.886,0.807,0,"TXNIP"
6.862591191406e-129,0.597742982234288,0.304,0.229,1.45322231069213e-124,"GADD45GIP1"
2.10289361170776e-130,0.597359053360136,0.302,0.226,4.45308751215235e-126,"MRPL41"
4.44035852326024e-133,0.595809235292367,0.345,0.269,9.40290320885588e-129,"POLR3GL"
6.03850933349603e-155,0.59431690722124,0.317,0.231,1.27871473646112e-150,"ICAM2"
1.85559138929414e-269,0.593704375066126,0.546,0.443,3.92940032596926e-265,"DRAP1"
1.42941540191613e-313,0.593576905207504,0.579,0.468,3.0269300550976e-309,"PSMB8"
1.04326032245189e-308,0.59296138899673,0.526,0.405,2.20920805882412e-304,"ARF5"
2.49460178950777e-120,0.592927819588933,0.321,0.249,5.28256874946165e-116,"OSTC"
8.98768394001547e-157,0.591005561801653,0.366,0.281,1.90323195113768e-152,"FAM96B"
0,0.588241107417513,0.661,0.538,0,"HCLS1"
1.25870289819616e-223,0.587348581886661,0.365,0.247,2.66542925722018e-219,"PLEK"
4.32631941060554e-176,0.587220553651443,0.415,0.327,9.16141398389828e-172,"XRCC5"
4.34743369752694e-101,0.587162459015187,0.26,0.195,9.20612559788305e-97,"CYC1"
1.45222693474701e-221,0.586374336156391,0.459,0.36,3.07523575702026e-217,"NDUFB10"
4.88042281350375e-245,0.586155832941965,0.464,0.359,1.03347833498755e-240,"GABARAPL2"
7.14459190141547e-256,0.585504817345361,0.53,0.427,1.51293878104374e-251,"SEPW1"
5.63779092475454e-147,0.584910242326623,0.347,0.263,1.19385860622602e-142,"IL16"
0,0.584804452653085,0.761,0.632,0,"PPIB"
0,0.584493814606902,0.682,0.568,0,"RNASEK"
4.8922255180868e-201,0.584280785999088,0.427,0.326,1.03597767571006e-196,"BSG"
6.93755147117337e-139,0.581974414336095,0.303,0.22,1.46909589953567e-134,"SASH3"
4.06519053996644e-109,0.581363708673671,0.319,0.25,8.60844748743293e-105,"DDOST"
9.36503569001092e-173,0.581347378701315,0.439,0.35,1.98313995771671e-168,"FAM49B"
0,0.581220640654577,0.954,0.877,0,"SH3BGRL3"
4.97552018056339e-180,0.580860244807035,0.401,0.307,1.0536161534361e-175,"TBCB"
1.07701045034817e-166,0.579952600941297,0.319,0.229,2.28067732965729e-162,"NAA38"
4.27441012057294e-239,0.577978417591214,0.533,0.436,9.05149087132526e-235,"TRAF3IP3"
1.60407906114226e-171,0.575759069165696,0.389,0.298,3.39679781987486e-167,"PRDX1"
9.06800536770368e-76,0.575012939108309,0.289,0.232,1.92024081666493e-71,"KLRD1"
2.42586111894267e-96,0.57478286388497,0.262,0.199,5.13700350547301e-92,"FLOT2"
2.64819186170908e-321,0.574186727026072,0.557,0.436,5.60781108635515e-317,"PARK7"
4.78655842721668e-167,0.573289726208078,0.384,0.295,1.0136016125474e-162,"ANP32A"
7.93693123139625e-201,0.572399219300169,0.469,0.378,1.68072455756047e-196,"HNRNPF"
9.24310504537397e-106,0.57019927582842,0.3,0.233,1.95731992440839e-101,"DUT"
4.2351564723023e-140,0.569850844948852,0.37,0.287,8.96836734574735e-136,"NPC2"
4.3030925645064e-174,0.568873374727948,0.39,0.297,9.11222881459876e-170,"PSMA6"
0,0.565722380112077,0.86,0.818,0,"IFITM1"
7.43257910703871e-101,0.564864844095337,0.257,0.191,1.57392295170652e-96,"SPCS3"
1.15962721455946e-151,0.564856355370773,0.294,0.21,2.45562658955111e-147,"NDUFAF3"
4.45106883077197e-161,0.564193767450427,0.359,0.268,9.42558335604273e-157,"NOP10"
2.40930650707901e-185,0.564159611660068,0.435,0.346,5.10194745939051e-181,"RAP1A"
1.92151534368326e-132,0.564154487168316,0.332,0.254,4.06900089178368e-128,"THRAP3"
2.62362760856179e-122,0.562585992331208,0.327,0.252,5.55579382389045e-118,"MRPL57"
5.77611697979517e-81,0.559684752522203,0.257,0.2,1.22315053164143e-76,"LSM6"
2.13727843794879e-89,0.557916347117458,0.262,0.202,4.52590082020036e-85,"S1PR4"
7.97652511139157e-312,0.557203036759498,0.623,0.525,1.68910895758828e-307,"MZT2B"
0,0.555365181884484,0.934,0.876,0,"CFL1"
5.7205702126602e-170,0.554228743866207,0.464,0.379,1.21138794823292e-165,"BAX"
1.04399184301475e-116,0.55357235371672,0.311,0.238,2.21075712676804e-112,"RNF181"
4.66741646631378e-114,0.553153339549728,0.299,0.227,9.88372110906607e-110,"COX17"
4.15957738123141e-81,0.552944276731287,0.263,0.206,8.80832106249564e-77,"CCT6A"
6.7842553775564e-101,0.552866405074482,0.276,0.21,1.43663391875134e-96,"FUNDC2"
3.99315975689647e-126,0.552375344183808,0.365,0.286,8.45591510120396e-122,"C12orf75"
0,0.551817261498885,0.994,0.98,0,"TMSB4X"
5.0522859376873e-134,0.55172379230505,0.363,0.286,1.06987207016466e-129,"SCP2"
2.29906093316588e-116,0.551616168035022,0.34,0.27,4.86849143207208e-112,"DNAJC8"
3.53395739148719e-202,0.551162327487156,0.496,0.401,7.48350817221328e-198,"ANXA6"
8.39883386862294e-143,0.549883634413947,0.325,0.244,1.77853706001959e-138,"SUPT4H1"
0,0.548106781001138,0.866,0.77,0,"ARPC3"
2.63442794045545e-309,0.547953591565539,0.602,0.493,5.57866460670845e-305,"ENO1"
1.48902037329616e-103,0.54668122595648,0.289,0.22,3.15314954249195e-99,"RASSF1"
0,0.545550170688558,0.653,0.551,0,"COX8A"
3.5474387692577e-168,0.545483594165591,0.416,0.33,7.5120563377801e-164,"MINOS1"
9.79726785786575e-239,0.54530580239486,0.535,0.436,2.07466944158165e-234,"JTB"
1.1110047512931e-293,0.545198077657158,0.595,0.49,2.35266366133826e-289,"PSMA7"
3.60961381843628e-264,0.544945746373608,0.557,0.452,7.64371822192066e-260,"WDR83OS"
2.71410423701875e-120,0.543420116746777,0.359,0.288,5.74738713231089e-116,"PSMC5"
6.11292306312906e-132,0.542542778474177,0.347,0.27,1.29447258784821e-127,"TMED2"
3.66725278081508e-99,0.541846068186748,0.284,0.218,7.76577448865402e-95,"COPS6"
8.61612006840138e-101,0.540877795403932,0.319,0.254,1.82454958568468e-96,"NHP2"
0,0.540751685989154,0.645,0.538,0,"NDUFA1"
5.79470698729608e-104,0.540564715695319,0.292,0.225,1.22708715162982e-99,"LSM3"
6.12079956015805e-82,0.540304576634849,0.255,0.198,1.29614051485907e-77,"PHB"
6.67343250329637e-193,0.538837321820179,0.463,0.368,1.41316606689804e-188,"SHISA5"
1.79882052353951e-271,0.538363224037669,0.572,0.471,3.80918234064726e-267,"SPCS1"
2.60251158900574e-81,0.537419121571726,0.464,0.417,5.51107854087855e-77,"CTSW"
5.21533154809246e-145,0.537118238309697,0.336,0.252,1.10439860862406e-140,"POLR2E"
1.27020718618041e-79,0.537027120271013,0.253,0.196,2.68979073745564e-75,"VDAC1"
3.33600613559226e-223,0.535926464060421,0.52,0.423,7.06432659273016e-219,"ICAM3"
5.18039533489819e-92,0.535568474455657,0.295,0.235,1.09700051611804e-87,"SDHC"
1.74437966239888e-119,0.535030158194425,0.336,0.261,3.69389837309586e-115,"ARPC5L"
1.84256173812007e-133,0.534994447690969,0.294,0.213,3.90180873664305e-129,"RAB1B"
0,0.534259505911868,0.807,0.724,0,"LIMD2"
1.03895306764024e-213,0.532992343714607,0.468,0.368,2.20008701603496e-209,"CCDC85B"
1.02782412155342e-109,0.532049695979717,0.342,0.274,2.17652035980152e-105,"C19orf70"
3.22785325869137e-197,0.529718683012871,0.455,0.358,6.83530206060484e-193,"BCAP31"
3.67708873884211e-200,0.529407764077797,0.48,0.387,7.78660311337206e-196,"UQCRQ"
2.19166665622117e-151,0.527989850977226,0.428,0.347,4.64107331121394e-147,"SEC11A"
0,0.52760509965555,0.929,0.871,0,"GAPDH"
1.24121504844079e-111,0.52675961569065,0.302,0.229,2.62839698657823e-107,"IQGAP2"
1.49759160238165e-276,0.526059834266548,0.564,0.453,3.17129997720339e-272,"PTP4A2"
2.31073041102119e-139,0.525268361648425,0.372,0.291,4.89320271837848e-135,"UBE2L3"
1.56792548586633e-150,0.524755656298155,0.433,0.349,3.32023900887054e-146,"RCSD1"
1.1798845957298e-241,0.52448801220336,0.559,0.463,2.49852361991743e-237,"NDUFB9"
0,0.524399307107524,0.707,0.61,0,"UCP2"
2.52278404404515e-298,0.523605944276065,0.602,0.492,5.34224749167002e-294,"CAP1"
3.15661443848002e-100,0.523529526758439,0.295,0.229,6.68444673492528e-96,"PIN1"
6.18592419288526e-198,0.52350999289579,0.465,0.357,1.30993130708538e-193,"CTSS"
0,0.522874678137033,0.809,0.756,0,"PTPRCAP"
6.03083579629446e-195,0.522182694624826,0.496,0.405,1.27708978822331e-190,"RABAC1"
8.24625912419158e-190,0.520498329612022,0.484,0.394,1.74622783213881e-185,"ANXA11"
6.8770256801598e-124,0.520422951519254,0.368,0.294,1.45627895803064e-119,"TOMM5"
1.95892197589997e-118,0.520384246241701,0.335,0.261,4.14821317616577e-114,"RPS19BP1"
5.38367247222688e-100,0.519528443902391,0.274,0.207,1.14004648271876e-95,"ADRM1"
4.75971000682958e-93,0.519033952054253,0.289,0.226,1.00791619104623e-88,"COMMD7"
3.41348544160213e-302,0.518961052448922,0.773,0.706,7.22839677113666e-298,"HCST"
1.10628508640988e-96,0.518875914460517,0.342,0.276,2.34266929898157e-92,"GLIPR1"
2.21218178581197e-68,0.518697446304014,0.275,0.224,4.68451614963543e-64,"C5orf56"
3.30877851567206e-179,0.517395724741852,0.475,0.391,7.00666938478714e-175,"SRP9"
9.94606860551739e-303,0.516271174483985,0.568,0.439,2.10617948790436e-298,"TGFB1"
2.64252056932958e-78,0.515378936454178,0.262,0.206,5.59580155761231e-74,"NT5C"
4.15870522805487e-128,0.513595421385278,0.356,0.278,8.80647419092899e-124,"BANF1"
4.26118133073231e-196,0.509153129694425,0.451,0.353,9.02347758595874e-192,"ATP6V1F"
1.57320809154219e-83,0.508099954244878,0.28,0.22,3.33142545464975e-79,"PPM1G"
4.05097994649489e-28,0.506410775931955,0.547,0.579,8.57835513469757e-24,"LTB"
7.70881467866502e-177,0.505724931681627,0.542,0.439,1.63241859635411e-172,"CCL5"
5.61334247650681e-155,0.50529434191526,0.443,0.362,1.18868140282508e-150,"SF3B5"
0,0.504143090846059,0.868,0.81,0,"CD52"
5.32867523331432e-142,0.502293597589702,0.452,0.38,1.12840026740664e-137,"MDH2"
3.20500201408622e-164,0.502136974045237,0.391,0.302,6.78691226502898e-160,"AP2M1"
0,0.501702468568524,0.88,0.803,0,"IFITM2"
0,0.501441128392643,0.997,0.994,0,"B2M"
4.94738828400752e-97,0.500256487387166,0.311,0.246,1.04765894302143e-92,"GTF2A2"
