"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,-0.973749937041137,0.265,0.472,0,"RSRC2"
1.1147680122716e-266,-0.978563583075809,0.158,0.276,2.36063274278634e-262,"SOCS3"
2.99555034306044e-223,-0.979162056885614,0.17,0.277,6.34337740646479e-219,"RGCC"
0,-0.979990704271394,0.676,0.785,0,"IER2"
0,-0.995077411043681,0.254,0.426,0,"BCAS2"
7.35314132595749e-297,-0.995381924003364,0.143,0.268,1.55710120718476e-292,"GABARAPL1"
0,-1.01151748369048,0.662,0.833,0,"CXCR4"
0,-1.01860305716394,0.326,0.52,0,"CCT4"
0,-1.03997887884442,0.287,0.438,0,"CITED2"
0,-1.04989461582237,0.248,0.398,0,"TUBB4B"
1.27518887244605e-181,-1.06163339227984,0.222,0.313,2.70033995629175e-177,"BHLHE40"
0,-1.06324100273091,0.399,0.645,0,"SFPQ"
1.72940460801601e-251,-1.06577768448644,0.165,0.28,3.66218719793471e-247,"IVNS1ABP"
0,-1.06888780613694,0.324,0.565,0,"PCBP1"
0,-1.07454228571991,0.122,0.253,0,"CDKN2AIP"
0,-1.07807269362966,0.486,0.718,0,"EIF5"
1.97626258336499e-323,-1.08270590890708,0.133,0.261,4.18493364653369e-319,"CCNT1"
1.26449896047318e-265,-1.0850559019815,0.152,0.268,2.67770299869801e-261,"MAT2A"
0,-1.11687091332047,0.162,0.384,0,"AREG"
0,-1.12595339731535,0.129,0.259,0,"EIF4A3"
0,-1.1437996812544,0.192,0.363,0,"VPS37B"
0,-1.146932439844,0.167,0.342,0,"SIAH2"
0,-1.14929249565705,0.376,0.613,0,"BRD2"
0,-1.16680015931396,0.707,0.864,0,"NFKBIA"
0,-1.16767684834175,0.467,0.736,0,"RSRP1"
0,-1.21588608564051,0.182,0.35,0,"RANBP2"
0,-1.21874788412759,0.163,0.297,0,"FOSB"
0,-1.22208009577087,0.132,0.278,0,"AZIN1"
0,-1.23710975964786,0.208,0.4,0,"NFE2L2"
0,-1.24127992408407,0.186,0.369,0,"TCP1"
0,-1.24245026100378,0.543,0.818,0,"TNFAIP3"
0,-1.25530424520279,0.202,0.444,0,"OSER1"
0,-1.27101657405199,0.144,0.271,0,"FOSL2"
4.18528067279686e-171,-1.28768353615373,0.444,0.551,8.86275035271463e-167,"NEAT1"
0,-1.29612747028435,0.272,0.496,0,"NFKBIZ"
0,-1.29842803036443,0.264,0.456,0,"HSPD1"
0,-1.33428959026273,0.202,0.412,0,"CSRNP1"
0,-1.34044392493425,0.471,0.611,0,"SQSTM1"
0,-1.34910122047975,0.142,0.285,0,"INSIG1"
0,-1.35393519957034,0.203,0.469,0,"ZNF331"
0,-1.36116760436156,0.274,0.499,0,"CACYBP"
0,-1.38007210738272,0.191,0.398,0,"PTGER4"
0,-1.38008601679806,0.408,0.675,0,"CD55"
0,-1.38334741998849,0.13,0.303,0,"HSPA4"
0,-1.40368500294534,0.583,0.852,0,"DUSP2"
0,-1.47652356738014,0.113,0.286,0,"DDIT3"
0,-1.49443332416778,0.164,0.37,0,"PTP4A1"
0,-1.50042018700702,0.653,0.879,0,"DUSP1"
0,-1.51305336004031,0.184,0.42,0,"MYLIP"
0,-1.53069618700255,0.24,0.449,0,"JUND"
0,-1.54233285859064,0.409,0.701,0,"BTG2"
0,-1.54960973602442,0.428,0.751,0,"NR4A2"
0,-1.56689138375445,0.255,0.535,0,"CLK1"
0,-1.57778288548444,0.106,0.278,0,"CDKN1A"
0,-1.58601302531322,0.136,0.324,0,"CTA.29F11.1"
0,-1.59337235166192,0.29,0.581,0,"DNAJA1"
0,-1.59462650981386,0.386,0.699,0,"YPEL5"
0,-1.61628839832297,0.107,0.265,0,"USP36"
0,-1.62249859076937,0.123,0.311,0,"TSPYL2"
0,-1.62740812809617,0.18,0.399,0,"CHMP1B"
0,-1.66677133983256,0.115,0.309,0,"PER1"
0,-1.70078224198045,0.095,0.281,0,"GADD45A"
0,-1.72293160004124,0.405,0.671,0,"HSPE1"
0,-1.73136891934061,0.346,0.581,0,"HSPB1"
0,-1.7418748822848,0.135,0.339,0,"RGS1"
0,-1.74556591058003,0.183,0.419,0,"ARRDC2"
0,-1.76077055234128,0.124,0.364,0,"RALGAPA1"
0,-1.83573952288135,0.362,0.698,0,"JUN"
0,-1.83781682257838,0.139,0.39,0,"AP000769.1"
0,-1.85863411268878,0.094,0.295,0,"PRMT9"
0,-1.87829940710277,0.11,0.334,0,"SOCS1"
0,-1.89620596632699,0.096,0.25,0,"KDM6B"
0,-1.90645660519226,0.083,0.252,0,"CHORDC1"
0,-2.04607070962246,0.202,0.593,0,"SERTAD1"
0,-2.10027591123002,0.1,0.332,0,"H2AFX"
0,-2.1103603374245,0.361,0.718,0,"PPP1R15A"
0,-2.1543774296163,0.133,0.446,0,"SKIL"
0,-2.20914029835168,0.18,0.489,0,"CREM"
0,-2.25528124490027,0.736,0.941,0,"HSP90AA1"
0,-2.46344550058267,0.102,0.295,0,"IER5"
0,-2.51697199568458,0.079,0.334,0,"RBKS"
0,-2.75661482950609,0.37,0.793,0,"GADD45B"
0,-3.30771940864272,0.085,0.47,0,"NR4A1"
0,-3.36154998842751,0.041,0.309,0,"ANKRD37"
0,-3.51480619572157,0.524,0.921,0,"DNAJB1"
0,-4.22893046558295,0.077,0.567,0,"HSPH1"
0,-7.13822860370303,0.016,0.27,0,"HSPA6"
0,-7.45304419835292,0.071,0.705,0,"HSPA1A"
0,-9.55272249613316,0.013,0.804,0,"HSPA1B"
